NO. ,FECHA ,YEAR,MONTH,TEMP,SEASON,ADUANA,NOMADUANA,TIPOOPERACION,NOMTIPOOPERACION,PUERTOEMB,GLOSAPUERTOEMB,REGIONORIGEN,GLOSAREGION,TIPOCARGA,NOMTIPOCARGA,VIATRANSP,NOMVIATRANSP,PUERTODESEMB,GLOSAPUERTOEMB,PAISDESTINO,GLOSAPAISDESTINO,PAIS,NOMBRECIATRANSP,PAISCIATRANSP,MONEDA,GLOSAMONEDA,MODALIDADVENTA,GLOSAMODALIDADVENTA,CLAUSULAVENTA,GLOSACLAUSULAVENTA,FORMAPAGO,CLAUFORMAPAGO,VALORCLAUSULAVENTA,COMISIONEXTERIOR,OTROSGASTOS,VALORLIQUIDORETORNO,TOTALITEM,TOTALBULTOS,PESOBRUTOTOTAL,TOTALVALORFOB,VALORFLETE,VALORSEGURO,VALORCIF,NUMEROITEM,NOMBRE,CODIGOARANCEL,GLOSAARANCEL,UNIDADMEDIDA,CANTIDADMERCANCIA,FOBUNITARIO,FOBUS,PESOBRUTOITEM
149,1/9/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,23617.36,0,2910.88,20706.48,1,40,612,20706.48,2910.88,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,525,39.440914,20706.48,612
150,1/9/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,142,Euro,3,Cons-Libre,2,CFR,1,COB1,52178.62,0,6721.84,45456.78,1,85,1416,45456.78,6721.84,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,1159.9,39.190258,45456.78,1416
151,1/9/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,57896.27,0,7053.64,50842.63,1,85,1486,50842.63,7053.64,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,1287,39.504763,50842.63,1486
152,1/9/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,57896.27,0,7157.92,50738.35,1,85,1508,50738.35,7157.92,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ para consumo humano,3062120,Langosta viva,6,1287,39.423737,50738.35,1508
153,1/9/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,492,Hong Kong,342,Hong Kong,Hong Kong,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,15000,0,1910.3,13089.7,1,20,362,13089.7,1910.3,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,300,43.632333,13089.7,362
154,1/12/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,142,Euro,3,Cons-Libre,2,CFR,1,COB1,17274.41,0,3005.68,14268.73,1,32,632,14268.73,3005.68,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,384,37.158151,14268.73,632
155,1/12/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,492,Hong Kong,342,Hong Kong,Hong Kong,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,27000,0,2288,24712,1,30,572,24712,2288,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,540,45.762963,24712,572
156,1/12/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,39452.24,0,4560.4,34891.84,1,55,960,34891.84,4560.4,0,0,1,sin-codigo       ~ langostas vivas ~ dt france s.a.-f ~ jasus frontalis ~ calibre 700-up gramos ~ vivas ~ pa ra consumo humano,3062120,Langosta viva,6,877,39.78545,34891.84,960
157,1/17/2011,2011,1,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,541,Otros Puertos de Italia No Especificados,504,Italia,Italy,Lan Chile,997,142,Euro,1,Firme,2,CFR,1,COB1,10650.15,0,1690.7,8959.45,1,25,310,8959.45,1690.7,0,0,1,sin-codigo      ~ langostas vivas~ c.p.del mar -f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,250,35.8378,8959.45,310
158,5/1/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,20033,0,2270.4,17762.6,1,30,528,17762.6,2270.4,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-up gramos ~ vivas ~para consumo humano,3062120,Langosta viva,6,435.5,40.786682,17762.6,528
159,5/1/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,58310,0,6269.4,52040.6,1,85,1458,52040.6,6269.4,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ cal ibre 600-up gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,1190,43.731597,52040.6,1458
160,5/2/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,32200,0,3706.6,28493.4,1,50,862,28493.4,3706.6,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ cal ibre 600-up gramos ~ vivas ~p ara consumo humano,3062120,Langosta viva,6,700,40.704857,28493.4,862
161,5/2/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,24920,0,2967,21953,1,40,690,21953,2967,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-up gramos ~ vivas ~para consumo humano,3062120,Langosta viva,6,560,39.201786,21953,690
162,5/2/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,30870,0,3190.6,27679.4,1,45,742,27679.4,3190.6,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-up gramos ~ vivas ~para consumo humano,3062120,Langosta viva,6,630,43.935556,27679.4,742
163,5/4/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,492,Hong Kong,336,China,China,Lan Chile,997,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,12600,0,1559.6,11040.4,1,30,396,11040.4,1559.6,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 600 a 1200grs~ vivas,3062120,Langosta viva,6,300,36.801333,11040.4,396
164,5/4/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,17976,0,2366.4,15609.6,1,30,544,15609.6,2366.4,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 600 a 1000grs~ vivas,3062120,Langosta viva,6,420,37.165714,15609.6,544
165,5/5/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,541,Otros Puertos de Italia No Especificados,504,Italia,Italy,Air France,505,142,Euro,1,Firme,2,CFR,1,COB1,17654.85,0,2791.2,14863.65,1,44,480,14863.65,2791.2,0,0,1,sin-codigo      ~ langostas vivas~ c.p.del mar -f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,400,37.159125,14863.65,480
166,5/9/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,21168,0,2399.4,18768.6,1,30,558,18768.6,2399.4,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,432,43.445833,18768.6,558
167,5/9/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,35280,0,3878.6,31401.4,1,50,902,31401.4,3878.6,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-up gramos ~ vivas ~para consumo humano,3062120,Langosta viva,6,720,43.613056,31401.4,902
168,5/9/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,45750,0,4919.2,40830.8,1,61,1144,40830.8,4919.2,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,915,44.623825,40830.8,1144
169,5/10/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,32424,0,4550,27874,1,50,1000,27874,4550,0,0,1,sin-codigo      ~ langostas de juan fernadez ~ costa viva-f ~ jasus frontalis ~vivas,3061120,Langosta viva,6,772,36.106218,27874,1000
170,5/30/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31160,0,4143,27017,1,50,910,27017,4143,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,760,35.548684,27017,910
171,5/30/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,24933.2,0,3268,21665.2,1,40,710,21665.2,3268,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,600.8,36.060586,21665.2,710
172,5/30/2011,2011,5,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,541,Otros Puertos de Italia No Especificados,504,Italia,Italy,Air France,505,142,Euro,1,Firme,2,CFR,1,COB1,13903.19,0,1824.4,12078.79,1,30,360,12078.79,1824.4,0,0,1,sin-codigo      ~ langostas vivas~ c.p.del mar -f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,300,40.262633,12078.79,360
173,6/1/2011,2011,6,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,71978,0,5055.6,66922.4,1,85,1484,66922.4,5055.6,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,1241,53.926189,66922.4,1484
174,6/4/2011,2011,6,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,71978,0,5091.4,66886.6,1,85,1496,66886.6,5091.4,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,1241,53.897341,66886.6,1496
175,6/4/2011,2011,6,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,71978,0,5084.6,66893.4,1,85,1494,66893.4,5084.6,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,1241,53.90282,66893.4,1494
176,6/4/2011,2011,6,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,18154,0,2107,16047,1,25,432,16047,2107,0,0,1,sin-codigo       ~ langostas vivas ~ dt  france s.a.-f ~  jasus frontalis ~ calibre 600-800 gramos ~ vivas~ para consumo humano,3062120,Langosta viva,6,313,51.268371,16047,432
177,6/10/2011,2011,6,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,9073,0,1555,7518,1,15,300,7518,1555,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,214,35.130841,7518,300
178,7/1/2011,2011,7,2010-2011,2010,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Delta Airlines,225,13,Dólar,1,Firme,2,CFR,1,COB1,4700,0,1456.29,3243.71,1,12,142,3243.71,1456.29,0,0,1,sin-codigo      ~ langostas de juan fernadez ~ isla dorada-f ~ jasus frontalis~ calibre 700 gramos ~ vivas,3061120,Langosta viva,6,100,32.4371,3243.71,142
179,10/25/2011,2011,10,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,41188.5,0,5161,36027.5,1,63,1120,36027.5,5161,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,915.3,39.361412,36027.5,1120
180,10/26/2011,2011,10,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,561,Otros Puertos de España No Especificados,517,España,Spain,Iberia,517,142,Euro,1,Firme,11,Sin clasificar,1,COB1,25185.19,0,1885.64,23299.55,1,56,698,23299.55,1885.64,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 600grs.up~ vivas,3062120,Langosta viva,6,520,44.806827,23299.55,698
181,10/27/2011,2011,10,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,41490,0,5315.8,36174.2,1,63,1156,36174.2,5315.8,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,922,39.23449,36174.2,1156
182,11/3/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,38250,0,4037.5,34212.5,1,50,950,34212.5,4037.5,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,745,45.922819,34212.5,950
183,11/3/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,42030,0,5522.2,36507.8,1,63,1204,36507.8,5522.2,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,934,39.08758,36507.8,1204
184,11/9/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,699,Otros Puertos de Europa No Especificados,504,Italia,Italy,Aerolineas Argentinas,224,142,Euro,1,Firme,2,CFR,1,COB1,24322.45,0,2438.93,21883.52,1,55,590,21883.52,2438.93,0,0,1,sin-codigo      ~ langostas vivas~ comer.prod.del mar-f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,500,43.76704,21883.52,590
185,11/9/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Delta,225,142,Euro,1,Firme,11,Sin clasificar,1,COB1,13561.25,0,1200,12361.25,1,30,340,12361.25,1200,0,0,1,sin-codigo      langostas de juan fernandez~ v&s-f~ jasus frontalis calibre 650 -800grs.~ vivas,3062120,Langosta viva,6,280,44.147321,12361.25,340
186,11/14/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,34300,0,4150.1,30149.9,1,44,883,30149.9,4150.1,0,0,1,sin-codigo      langostas de juan fernandez~ v&s-f~ jasus frontalis calibre 600grs.up~ vivas,3062120,Langosta viva,6,700,43.071286,30149.9,883
187,11/14/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,541,Otros Puertos de Italia No Especificados,504,Italia,Italy,Aerolineas Argentinas,224,142,Euro,1,Firme,2,CFR,1,COB1,32592.08,0,2970.85,29621.23,1,77,820,29621.23,2970.85,0,0,1,sin-codigo      ~ langostas vivas~ comer.prod.del mar-f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,700,42.316043,29621.23,820
188,11/15/2011,2011,11,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,561,Otros Puertos de España No Especificados,517,España,Spain,Iberia,517,142,Euro,1,Firme,11,Sin clasificar,1,COB1,14529.91,0,1082.52,13447.39,1,32,384,13447.39,1082.52,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 650-800grs~ vivas,3062120,Langosta viva,6,300,44.824633,13447.39,384
189,12/1/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,541,Otros Puertos de Italia No Especificados,504,Italia,Italy,Aerolineas Argentinas,224,142,Euro,1,Firme,2,CFR,1,COB1,46660.45,0,4322.9,42337.55,1,110,1200,42337.55,4322.9,0,0,1,sin-codigo      ~ langostas vivas~ comer.prod.del mar-f~ jasus frontalis~ destinadas al consumo humano,3062120,Langosta viva,6,1000,42.33755,42337.55,1200
190,12/6/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,43788,0,5955.6,37832.4,1,58,1172,37832.4,5955.6,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,957,39.532288,37832.4,1172
191,12/6/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,34162,0,3247.6,30914.4,1,38,706,30914.4,3247.6,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,589,52.486248,30914.4,706
192,12/7/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,66126.2,0,7276.8,58849.4,2,85,1516,58849.4,7276.8,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,1221.8,46.277705,56542.1,1462
193,12/7/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,66126.2,0,7276.8,58849.4,2,85,1516,58849.4,7276.8,0,0,2,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit~,3062120,Langosta viva,6,44.7,51.61745,2307.3,54
194,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,31304,0,3657.6,27646.4,1,43,762,27646.4,3657.6,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,602,45.924252,27646.4,762
195,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,30600,0,4331.8,26268.2,1,40,702,26268.2,4331.8,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,600,43.780333,26268.2,702
196,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,34425,0,4405.6,30019.4,1,45,784,30019.4,4405.6,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,675,44.473185,30019.4,784
197,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,65575,0,7132.8,58442.2,1,85,1486,58442.2,7132.8,0,0,1,sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis~ en cajas de plumavit,3062120,Langosta viva,6,1275,45.83702,58442.2,1486
198,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,142,Euro,1,Firme,11,Sin clasificar,1,COB1,13067.59,0,1773.02,11294.57,1,28,343,11294.57,1773.02,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 650-800grs.~ vivas,3062120,Langosta viva,6,260,43.440654,11294.57,343
199,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,142,Euro,1,Firme,11,Sin clasificar,1,COB1,15077.99,0,1995.32,13082.67,1,32,388,13082.67,1995.32,0,0,1,sin-codigo      langostas de juan fernandez~ v &s-f~ jasus frontalis calibre 600grs.up~ vivas,3062120,Langosta viva,6,300,43.6089,13082.67,388
200,12/16/2011,2011,12,2011-2012,2011,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,63653,0,6937.8,56715.2,1,85,1492,56715.2,6937.8,0,0,1,"sin-codigo      ~ langostas vivas, dt france-f~ jasus frontalis~ en cajas de plumavit",3062120,Langosta viva,6,1201,47.223314,56715.2,1492
