NO. ,FECHA ,YEAR,MONTH,TEMP,SEASON,ADUANA,NOMADUANA,TIPOOPERACION,NOMTIPOOPERACION,PUERTOEMB,GLOSAPUERTOEMB,REGIONORIGEN,GLOSAREGION,TIPOCARGA,NOMTIPOCARGA,VIATRANSP,NOMVIATRANSP,PUERTODESEMB,GLOSAPUERTOEMB,PAISDESTINO,GLOSAPAISDESTINO,PAIS,NOMBRECIATRANSP,PAISCIATRANSP,MONEDA,GLOSAMONEDA,MODALIDADVENTA,GLOSAMODALIDADVENTA,CLAUSULAVENTA,GLOSACLAUSULAVENTA,FORMAPAGO,CLAUFORMAPAGO,VALORCLAUSULAVENTA,COMISIONEXTERIOR,OTROSGASTOS,VALORLIQUIDORETORNO,TOTALITEM,TOTALBULTOS,PESOBRUTOTOTAL,TOTALVALORFOB,VALORFLETE,VALORSEGURO,VALORCIF,NUMEROITEM,NOMBRE,CODIGOARANCEL,GLOSAARANCEL,UNIDADMEDIDA,CANTIDADMERCANCIA,FOBUNITARIO,FOBUS,PESOBRUTOITEM
415,12/2/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31570.4,0,4664.5,26905.9,1,67,630,26905.9,4664.5,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,509.2,52.839552,26905.9,630
416,12/4/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,64980,0,9098,55882,1,147,1374,55882,9098,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,1083,51.599261,55882,1374
417,12/4/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,18000,0,2987.8,15012.2,1,32,402,15012.2,2987.8,0,0,1,sin-codigo      langostas de juan fernandez~v&s-f~jasus frontalis cal.600-700/700-800/800-950~vivas,3062120,Langosta viva,6,300,50.040667,15012.2,402
418,12/15/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,84050.92,0,14420.8,69630.12,1,230,2082,69630.12,14420.8,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,1679,41.471185,69630.12,2082
419,12/15/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,34961.98,0,4371,30590.98,1,80,696,30590.98,4371,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,584,52.381815,30590.98,696
420,12/15/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,11,Sin clasificar,32,Anticipo,13200,0,2289.8,10910.2,1,24,302,10910.2,2289.8,0,0,1,sin-codigo      langostas de juan fernandez~v&s-f~jasus frontalis cal.650-1000grs~vivas,3062120,Langosta viva,6,220,49.591818,10910.2,302
421,12/19/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,44550,0,9368,35182,1,60,985,35182,9368,0,0,1,s/cod           ~ langostas vivas ~ exportadora new fish leader ltda - f ~ jasu s frontalis ~  en cajas de plu mavit,3062120,Langosta viva,6,810,43.434568,35182,985
422,12/24/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,33992.95,0,4351.9,29641.05,1,80,706,29641.05,4351.9,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,584,50.755223,29641.05,706
423,12/24/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,32613.07,0,4257.46,28355.61,1,80,706,28355.61,4257.46,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,584,48.554127,28355.61,706
424,12/24/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,34176.71,0,4411.12,29765.59,1,80,732,29765.59,4411.12,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,612,48.636585,29765.59,732
425,12/24/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,59441.25,0,13310,46131.25,1,78,1269,46131.25,13310,0,0,1,s/cod           ~ langostas vivas ~ exportadora new fish leader ltda - f ~ jasus frontalis ~  en cajas de plumavit,3062120,Langosta viva,6,1080.75,42.684478,46131.25,1269
426,12/29/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,32400,0,5068.2,27331.8,1,71,682,27331.8,5068.2,0,0,1,sin-codigo      langostas de juan fernandez~v&s-f~jasus frontalis cal.600-700/700-800/800-950~vivas,3062120,Langosta viva,6,540,50.614444,27331.8,682
427,12/29/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,44220,0,9443,34777,1,60,1024,34777,9443,0,0,1,s/cod           ~ langostas vivas ~ exportadora new fish leader ltda - f ~ jasu s frontalis ~  en cajas de plu mavit,3062120,Langosta viva,6,804,43.254975,34777,1024
428,12/31/2014,2014,12,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,551,Otros Puertos de Francia No Especificados,505,Francia,France,Air France,505,142,Euro,1,Firme,2,CFR,1,COB1,13799.92,0,1921.72,11878.2,1,40,358,11878.2,1921.72,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para consumo humano,3062120,Langosta viva,6,292,40.678767,11878.2,358
429,2/3/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,174,Los Ángeles,225,U.S.A.,USA,Lan Chile,997,13,Dólar,1,Firme,2,CFR,1,COB1,34965,0,4967.2,29997.8,1,38,733,29997.8,4967.2,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,630,47.615556,29997.8,733
430,2/3/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,29876,0,4556.5,25319.5,1,75,707,25319.5,4556.5,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,560,45.213393,25319.5,707
431,2/7/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,32,Anticipo,23700,0,4524.65,19175.35,1,79,711,19175.35,4524.65,0,0,1,"sin-codigo      ~ langostas~ comercial valenzuela y he compania-f~ vivas~ de juan fernandez, en cajas de plumavit",3062120,Langosta viva,6,592.5,32.36346,19175.35,711
432,2/10/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Qantas Airways,406,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,17700,0,2056,15644,1,17,384,15644,2056,0,0,1,sin-codigo      langostas d/juan fernandez~v & s-f~j.frontalis cal.650-800 grs.up~ vivas,3062120,Langosta viva,6,300,52.146667,15644,384
433,2/10/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,64125,0,12128,51997,1,85,1350,51997,12128,0,0,1,"sin-codigo      ~ langostas vivas~ new fish-f~ jasus frontalis, en cajas de plumavit.",3062120,Langosta viva,6,1125,46.219556,51997,1350
434,2/11/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,28840.02,0,5445,23395.02,1,70,614,23395.02,5445,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,511,45.782818,23395.02,614
435,2/11/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,94760.07,0,11969.92,82790.15,1,230,2034,82790.15,11969.92,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,1679,49.309202,82790.15,2034
436,2/11/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,34800.03,0,5274,29526.03,1,80,720,29526.03,5274,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para consumo humano,3062120,Langosta viva,6,584,50.558271,29526.03,720
437,2/24/2014,2014,2,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air France,505,13,Dólar,1,Firme,2,CFR,1,COB1,31313.33,0,4726,26587.33,1,71,622,26587.33,4726,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,539.89,49.245828,26587.33,622
438,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,59528,0,8408,51120,1,142,1300,51120,8408,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,1063,48.09031,51120,1300
439,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31950,0,4444.2,27505.8,1,71,656,27505.8,4444.2,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,532.5,51.654085,27505.8,656
440,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,29624,0,4316.5,25307.5,1,68,635,25307.5,4316.5,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3061120,Langosta viva,6,529,47.840265,25307.5,635
441,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31234.58,0,4448,26786.58,1,71,660,26786.58,4448,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,547.98,48.882404,26786.58,660
442,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31389.12,0,4455.6,26933.52,1,71,668,26933.52,4455.6,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,560.52,48.050953,26933.52,668
443,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,32510.16,0,4463.2,28046.96,1,71,676,28046.96,4463.2,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,560.52,50.037394,28046.96,676
444,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31900,0,4453.7,27446.3,1,71,666,27446.3,4453.7,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,550,49.902364,27446.3,666
445,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31900,0,4432.8,27467.2,1,71,644,27467.2,4432.8,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,550,49.940364,27467.2,644
446,3/6/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,30800,0,4470.8,26329.2,1,71,684,26329.2,4470.8,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,550,47.871273,26329.2,684
447,3/7/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,10,De Los Lagos,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,26562,0,3576.55,22985.45,1,35,569,22985.45,3576.55,0,0,1,"sin-codigo      ~ langostas vivas~ new fish-f~ jasus frontalis, en cajas de plumavit",3062120,Langosta viva,6,466,49.325,22985.45,569
448,3/11/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,492,Hong Kong,342,Hong Kong,Hong Kong,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,15330,0,4295,11035,1,34,435,11035,4295,0,0,1,"sin-codigo      ~ langostas vivas~ dt france-f~ jasus frontalis, en cajas de plumavit",3062120,Langosta viva,6,365,30.232877,11035,435
449,3/11/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,68343,0,12139,56204,1,90,1575,56204,12139,0,0,1,"sin-codigo      ~ langostas vivas~ new fish-f~ jasus frontalis, en cajas de plumavit",3062120,Langosta viva,6,1199,46.87573,56204,1575
450,3/13/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Qantas Airways,406,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,59451.5,0,7495,51956.5,1,60,1420,51956.5,7495,0,59451.5,1,sin-codigo      langostas d/juan fernandez~v & s-f~j.frontalis cal.600-950 grs.~ vivas,3062120,Langosta viva,6,1125,46.183556,51956.5,1420
451,3/18/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31900,0,4461.3,27438.7,1,71,674,27438.7,4461.3,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,550,49.888545,27438.7,674
452,3/21/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,20909.01,0,4246.6,16662.41,1,26,448,16662.41,4246.6,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,354.39,47.017156,16662.41,448
453,3/25/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,10,De Los Lagos,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,26562,0,4220,22342,1,35,592,22342,4220,0,0,1,"sin-codigo      ~ langostas vicas~ exp.new fish-f~ jasus frontalis, encajas de plumavit",3062120,Langosta viva,6,466,47.944206,22342,592
454,3/27/2014,2014,3,2013-2014,2013,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,50358,0,12139,38219,1,89,1501,38219,12139,0,0,1,"sin-codigo      ~ langostas vivas~ new fish-f~ jasus frontalis, en cajas de plumavit",3062120,Langosta viva,6,1199,31.87573,38219,1501
455,4/7/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31833.9,0,4821,27012.9,1,63,580,27012.9,4821,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,513.45,52.610576,27012.9,580
456,4/7/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,31328.6,0,4815.9,26512.7,1,62,574,26512.7,4815.9,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,505.3,52.469226,26512.7,574
457,4/7/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,30318,0,4793.8,25524.2,1,60,548,25524.2,4793.8,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lang  osta de juan fernandez,viva  s~",3062120,Langosta viva,6,489,52.196728,25524.2,548
458,4/7/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,36234,0,4657.4,31576.6,1,71,664,31576.6,4657.4,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ langosta de juan fernandez, vivas~",3062120,Langosta viva,6,536,58.911567,31576.6,664
459,4/10/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,67680,0,9039.2,58640.8,1,150,1422,58640.8,9039.2,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3062120,Langosta viva,6,1128,51.986525,58640.8,1422
460,4/15/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,Quantas,406,13,Dólar,1,Firme,11,Sin clasificar,1,COB1,44100,0,5859,38241,1,77,920,38241,5859,0,0,1,sin-codigo      langostas de juan fernandez~v&s-f~jasus frontalis cal.600-700/700-800/800-950~v ivas,3062120,Langosta viva,6,700,54.63,38241,920
461,4/20/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,35100,0,5449.6,29650.4,1,75,767,29650.4,5449.6,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3062120,Langosta viva,6,585,50.684444,29650.4,767
462,4/20/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,34650,0,4620,30030,1,75,700,30030,4620,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3062120,Langosta viva,6,577.5,52,30030,700
463,4/22/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,105399.9,0,11676.68,93723.22,1,230,2048,93723.22,11676.68,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,1679,55.820858,93723.22,2048
464,4/22/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,R,General,4,Aéreo,411,Shangai,336,China,China,K.L.M.,515,13,Dólar,1,Firme,2,CFR,1,COB1,48669.96,0,5326.16,43343.8,1,104,926,43343.8,5326.16,0,0,1,sin-codigo       ~ langostas vivas ~ soc.comercial canal perez norte ltda.-f ~jasus frontalis ~ calibre 600- up gramos ~ vivas ~ para con sumo humano,3062120,Langosta viva,6,759.2,57.091412,43343.8,926
465,4/28/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,47520,0,9412,38108,1,64,1083,38108,9412,0,0,1,s/cod           ~ langostas vivas~ exportadora new fish leader ltda-f~ jasus frontalis~ en cajas de plumavit.,3062120,Langosta viva,6,864,44.106481,38108,1083
466,4/28/2015,2015,4,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,413,Otros Puertos de China No Especificados,336,China,China,Air Canada,226,13,Dólar,3,Cons-Libre,2,CFR,1,COB1,66825,0,13312,53513,1,90,1522,53513,13312,0,0,1,s/cod           ~ langostas vivas~ exportadora new fish leader ltda-f~ jasus frontalis~ en cajas de plumavit.,3062120,Langosta viva,6,1215,44.043621,53513,1522
467,5/5/2015,2015,5,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,4,Coquimbo,R,General,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,57948,0,8970,48978,1,129,1180,48978,8970,0,0,1,sin-codigo      ~ langostas de juan fernandez ~ costa viva-f ~ jasus frontalis~ vivas,3062120,Langosta viva,6,965.8,50.712363,48978,1180
468,5/8/2015,2015,5,2014-2015,2014,48,Metropolitana,200,Exportación normal,992,AEROP.A.M.BENITEZ,5,Valparaíso,F,Frigorizado,4,Aéreo,411,Shangai,336,China,China,Air Canada,226,13,Dólar,1,Firme,2,CFR,1,COB1,32160,0,4665.23,27494.77,1,71,663.8,27494.77,4665.23,0,0,1,"03031000        ~ langostas~ global seafood-f~ jasus frontalis~ lango sta de juan fernandez, vivas~",3062120,Langosta viva,6,536,51.296213,27494.77,663.8
